Order_Date,Sales,week_of_year,month,quarter,year,weeks_since_start,week_sin,week_cos,lag_1,lag_2,lag_3,lag_4,lag_8,lag_12,rolling_mean_2,rolling_std_2,rolling_mean_4,rolling_std_4,rolling_mean_8,rolling_std_8,diff_1,pct_change_1
2017-02-12,3821.642,6,2,1,2017,110,0.6631226582407952,0.7485107481711011,17926.368,2662.052,3227.454,2174.507,11314.539999999999,15075.134,10294.209999999995,10793.501353774318,6497.59525,7631.320427597545,9542.424149999999,7623.736646150035,15264.315999999999,5.7340412583976565
2017-02-19,2920.111,7,2,1,2017,111,0.7485107481711011,0.6631226582407953,3821.642,17926.368,2662.052,3227.454,22843.047,13504.0113,10874.004999999996,9973.547401378211,6909.378999999999,7359.903186814438,8605.8119,7832.337152710403,-14104.725999999999,-0.7868144846741961
2017-02-26,2628.088,8,2,1,2017,112,0.8229838658936564,0.5680647467311559,2920.111,3821.642,17926.368,2662.052,10421.8172,20712.100000000002,3370.876499999996,637.4786835498348,6832.54325,7412.570343637685,6115.4448999999995,5469.806029339234,-901.531,-0.23590147899777114
2017-03-05,14419.498000000001,9,3,1,2017,113,0.8854560256532099,0.4647231720437686,2628.088,2920.111,3821.642,17926.368,5769.608,15675.144,2774.0994999999966,206.49144356223943,6824.05225,7418.956700972914,5141.22875,5284.147247009879,-292.0229999999997,-0.10000407518755272
2017-03-12,14129.183,10,3,1,2017,114,0.9350162426854148,0.35460488704253557,14419.498000000001,2628.088,2920.111,3821.642,2174.507,11314.539999999999,8523.792999999998,8337.785970750872,5947.33475,5670.908287684987,6222.465,6231.192617603415,11791.410000000002,4.486687660382757
2017-03-19,14902.938,11,3,1,2017,115,0.970941817426052,0.23931566428755804,14129.183,14419.498000000001,2628.088,2920.111,3227.454,22843.047,14274.340499999998,205.28370518063636,8524.220000000001,6641.795017763345,7716.7995,6547.194282857407,-290.3150000000005,-0.020133502567149075
2017-03-26,4575.475,12,3,1,2017,116,0.992708874098054,0.120536680255323,14902.938,14129.183,14419.498000000001,2628.088,2662.052,10421.8172,14516.060499999996,547.127407477176,11519.92675,5936.477437156891,9176.235,6702.952638692625,773.7549999999992,0.05476289747255736
2017-04-02,7145.821,13,4,2,2017,117,1.0,-1.6081226496766364e-16,4575.475,14902.938,14129.183,14419.498000000001,17926.368,5769.608,9739.206499999997,7302.61911975317,12006.773500000001,4964.468007945825,9415.412875,6467.299972155413,-10327.463,-0.6929816791829906
2017-04-09,9674.378999999999,14,4,2,2017,118,0.992708874098054,-0.12053668025532288,7145.821,4575.475,14902.938,14129.183,3821.642,2174.507,5860.6479999999965,1817.5090865957052,10188.35425,5115.950652127996,8067.8445,5489.847102291791,2570.3459999999995,0.5617659368699424
2017-04-16,15502.758,15,4,2,2017,119,0.9709418174260521,-0.2393156642875575,9674.378999999999,7145.821,4575.475,14902.938,2920.111,3227.454,8410.099999999995,1787.9605084235027,9074.65325,4408.006838931804,8799.436625,5226.824351029148,2528.557999999999,0.35385129294450546
2017-04-23,7107.204,16,4,2,2017,120,0.9350162426854148,-0.35460488704253545,15502.758,9674.378999999999,7145.821,4575.475,2628.088,2662.052,12588.568499999996,4121.28631422529,9224.60825,4674.514392533148,10372.2675,5096.434629600005,5828.379000000001,0.6024551033198102
2017-04-30,2779.046,17,4,2,2017,121,0.8854560256532099,-0.4647231720437685,7107.204,15502.758,9674.378999999999,7145.821,14419.498000000001,17926.368,11304.980999999996,5936.553165217855,9857.5405,3950.5190489057195,10932.157000000001,4309.392317943165,-8395.554,-0.5415522837936321
2017-05-07,10158.411,18,5,2,2017,122,0.8229838658936565,-0.5680647467311557,2779.046,7107.204,15502.758,9674.378999999999,14129.183,3821.642,4943.124999999996,3060.4698718467885,8765.846749999999,5316.774806590761,9477.1005,4889.788067743616,-4328.157999999999,-0.6089818161966365
2017-05-14,4767.564,19,5,2,2017,123,0.7485107481711013,-0.663122658240795,10158.411,2779.046,7107.204,15502.758,14902.938,2920.111,6468.7284999999965,5217.999032350663,8886.85475,5349.75125991314,8980.753999999999,4539.062600805855,7379.365,2.6553590692633375
2017-05-21,8770.649,20,5,2,2017,124,0.6631226582407952,-0.7485107481711012,4767.564,10158.411,2779.046,7107.204,4575.475,2628.088,7462.9874999999965,3811.9044700391546,6203.05625,3175.258443239588,7713.83225,4036.6111306303255,-5390.847,-0.5306781739781941
2017-05-28,23367.662,21,5,2,2017,125,0.5680647467311558,-0.8229838658936564,8770.649,4767.564,10158.411,2779.046,7145.821,14419.498000000001,6769.106499999996,2830.6085491661433,6618.9175,3431.7189863152203,8238.229,3838.289160228048,4003.084999999999,0.8396499763820682
2017-06-04,12066.989,22,6,2,2017,126,0.46472317204376906,-0.8854560256532096,23367.662,8770.649,4767.564,10158.411,9674.378999999999,14129.183,16069.155499999997,10321.646877368205,11766.071500000002,8065.009559697015,10265.959125000001,6524.022835720674,14597.013,1.6643024934642807
2017-06-11,10913.018,23,6,2,2017,127,0.35460488704253584,-0.9350162426854147,12066.989,23367.662,8770.649,4767.564,15502.758,14902.938,17717.325499999995,7990.782510271752,12243.216,7994.34068903408,10565.035375,6547.827191048829,-11300.673,-0.4836030664942004
2017-06-18,10713.721,24,6,2,2017,128,0.23931566428755768,-0.970941817426052,10913.018,12066.989,23367.662,8770.649,7107.204,4575.475,11490.003499999995,815.9807193927419,13779.579500000002,6536.330566778493,9991.317875,6247.5716367502555,-1153.9709999999995,-0.09563040125419853
2017-06-25,10503.088,25,6,2,2017,129,0.12053668025532308,-0.992708874098054,10713.721,10913.018,12066.989,23367.662,2779.046,7145.821,10813.369499999993,140.92426017075692,14265.3475,6097.460488419327,10442.1325,6138.903372478729,-199.29700000000048,-0.01826231753672547
2017-07-02,7617.454000000001,26,7,3,2017,130,-3.216245299353273e-16,-1.0,10503.088,10713.721,10913.018,12066.989,10158.411,9674.378999999999,10608.404499999993,148.94002264223118,11049.204000000002,698.8620420764323,11407.63775,5313.408377205357,-210.6329999999998,-0.01966011621919217
2017-07-09,9571.03,27,7,3,2017,131,-0.12053668025532283,-0.992708874098054,7617.454000000001,10503.088,10713.721,10913.018,4767.564,15502.758,9060.270999999995,2040.4513694224897,9936.82025,1555.2765872757743,11090.018125,5472.320318228299,-2885.633999999999,-0.27474148555167766
2017-07-16,4431.985,28,7,3,2017,132,-0.23931566428755743,-0.9709418174260521,9571.03,7617.454000000001,10503.088,10713.721,8770.649,7107.204,8594.241999999995,1381.3868371633278,9601.323250000001,1412.7117305190707,11690.451375,4914.610371369039,1953.576,0.25646049191764075
2017-07-23,9716.872,29,7,3,2017,133,-0.3546048870425356,-0.9350162426854148,4431.985,9571.03,7617.454000000001,10503.088,23367.662,2779.046,7001.507499999994,3633.853568322827,8030.889250000001,2683.70643550561,11148.118375,5488.700773425539,-5139.045000000001,-0.5369375082932559
2017-07-30,9929.576000000001,30,7,3,2017,134,-0.46472317204376806,-0.8854560256532101,9716.872,4431.985,9571.03,7617.454000000001,12066.989,10158.411,7074.4284999999945,3736.979435504635,7834.335250000001,2461.9151061761313,9441.769625,2399.972160287187,5284.887,1.1924424383205268
2017-08-06,5045.558,31,8,3,2017,135,-0.5680647467311556,-0.8229838658936565,9929.576000000001,9716.872,4431.985,9571.03,10913.018,4767.564,9823.223999999995,150.40444078598176,8412.36575,2657.6679788988354,9174.593,2174.3365520846305,212.70400000000154,0.021890172063602442
2017-08-13,6791.8324999999995,32,8,3,2017,136,-0.663122658240795,-0.7485107481711013,5045.558,9929.576000000001,9716.872,4431.985,10713.721,8770.649,7487.5669999999955,3453.522247237169,7280.997750000001,2947.4573581155632,8441.1605,2473.216494084141,-4884.018000000001,-0.49186571511210553
2017-08-20,3783.892,33,8,3,2017,137,-0.7485107481711011,-0.6631226582407952,6791.8324999999995,5045.558,9929.576000000001,9716.872,10503.088,23367.662,5918.695249999994,1234.8025407631494,7870.959625000001,2365.917973363942,7950.9244375,2343.705833439508,1746.2744999999995,0.34610136282250625
2017-08-27,14460.025,34,8,3,2017,138,-0.8229838658936564,-0.5680647467311559,3783.892,6791.8324999999995,5045.558,9929.576000000001,7617.454000000001,12066.989,5287.862249999995,2126.9351249556503,6387.7146250000005,2663.9175365805854,7111.0249375,2497.3663373502413,-3007.9404999999997,-0.44287613099999157
2017-09-03,17558.9918,35,9,3,2017,139,-0.8854560256532096,-0.4647231720437691,14460.025,3783.892,6791.8324999999995,5045.558,9571.03,10913.018,9121.958499999993,7549.166041149488,7520.326875000001,4788.02466856358,7966.3463125,3616.561205018941,10676.133,2.821468741708273
2017-09-10,14920.9956,36,9,3,2017,140,-0.9350162426854147,-0.3546048870425359,17558.9918,14460.025,3783.892,6791.8324999999995,4431.985,10713.721,16009.508399999993,2191.300438952066,10648.685325,6436.338161960593,8964.8415375,4971.698483052124,3098.9668,0.2143126861813862
2017-09-17,16528.072,37,9,3,2017,141,-0.970941817426052,-0.23931566428755774,14920.9956,17558.9918,14460.025,3783.892,9716.872,10503.088,16239.993699999995,1865.345001764452,12680.976100000002,6086.483522278152,10275.9678625,4988.573594446962,-2637.9961999999996,-0.1502361997799896
2017-09-24,13848.655,38,9,3,2017,142,-0.992708874098054,-0.12053668025532357,16528.072,14920.9956,17558.9918,14460.025,9929.576000000001,7617.454000000001,15724.533799999994,1136.374620325035,15867.021100000002,1434.6143981472496,11127.3678625,5440.3023528525955,1607.0764,0.10770570832418169
2017-10-01,9753.1413,39,10,4,2017,143,-1.0,-1.8369701987210297e-16,13848.655,16528.072,14920.9956,17558.9918,5045.558,9571.03,15188.363499999992,1894.6339303266132,15714.178600000001,1650.7650532508849,11617.2527375,5493.229971597455,-2679.4169999999995,-0.1621131006689709
2017-10-08,28412.098,40,10,4,2017,144,-0.992708874098054,0.1205366802553232,9753.1413,13848.655,16528.072,14920.9956,6791.8324999999995,4431.985,11800.898149999994,2895.9655097124537,13762.715975000003,2890.956025556989,12205.700649999999,4909.85307910422,-4095.5137000000013,-0.29573367955227425
2017-10-15,7439.001,41,10,4,2017,145,-0.9709418174260521,0.23931566428755738,28412.098,9753.1413,13848.655,16528.072,3783.892,9716.872,19082.619649999993,13193.874812436183,17135.491575,8017.339568252347,14908.2338375,7006.675006152713,18658.956700000002,1.9131227699941151
2017-10-22,12415.173999999999,42,10,4,2017,146,-0.9350162426854148,0.35460488704253557,7439.001,28412.098,9753.1413,13848.655,14460.025,9929.576000000001,17925.549499999994,14830.219111183253,14863.223825000001,9413.34813404534,15365.1224625,6256.68719543813,-20973.097,-0.7381748788843401
2017-10-29,6625.845,43,10,4,2017,147,-0.8854560256532101,0.464723172043768,12415.173999999999,7439.001,28412.098,9753.1413,17558.9918,5045.558,9927.087499999992,3518.6856726574365,14504.853575000001,9491.807878005207,15109.5160875,6340.158404895544,4976.172999999999,0.6689302770627399
2017-11-05,16321.3878,44,11,4,2017,148,-0.822983865893657,0.5680647467311548,6625.845,12415.173999999999,7439.001,28412.098,14920.9956,6791.8324999999995,9520.509499999993,4093.6737944199594,13723.0295,10121.56544911943,13742.8727375,6891.136042359421,-5789.328999999999,-0.46631074200007183
2017-11-12,20640.302,45,11,4,2017,149,-0.7485107481711011,0.6631226582407952,16321.3878,6625.845,12415.173999999999,7439.001,16528.072,3783.892,11473.616399999994,6855.784061164426,10700.351950000002,4537.792253024052,13917.921762500002,6942.929814250939,9695.5428,1.4632915197986067
2017-11-19,12641.716,46,11,4,2017,150,-0.6631226582407955,0.7485107481711007,20640.302,16321.3878,6625.845,12415.173999999999,13848.655,14460.025,18480.844899999993,3053.9335181829497,14000.677200000002,5954.614052679204,14431.9505125,7306.49054107666,4318.914199999999,0.2646168483295275
2017-11-26,27367.716,47,11,4,2017,151,-0.5680647467311559,0.8229838658936564,12641.716,20640.302,16321.3878,6625.845,9753.1413,17558.9918,16641.00899999999,5655.8544005038175,14057.312700000002,5935.554182931536,14281.0831375,7332.669036812752,-7998.585999999999,-0.38752272132452326
2017-12-03,23324.762,48,12,4,2017,152,-0.4647231720437684,0.88545602565321,27367.716,12641.716,20640.302,16321.3878,28412.098,14920.9956,20004.715999999993,10412.854459753124,19242.780450000002,6326.563866294119,16482.904975,8352.49999859216,14726.0,1.1648735029326716
2017-12-10,18961.002,49,12,4,2017,153,-0.35460488704253595,0.9350162426854147,23324.762,27367.716,12641.716,20640.302,7439.001,16528.072,25346.238999999994,2858.8001894253944,20993.624000000003,6216.710193118089,15846.987975,7460.563282651131,-4042.9540000000015,-0.14772712490877948
2017-12-17,25449.8,50,12,4,2017,154,-0.2393156642875578,0.970941817426052,18961.002,23324.762,27367.716,12641.716,12415.173999999999,13848.655,21142.88199999999,3085.6442874707004,20573.799000000003,6304.605737404866,17287.238100000002,6676.486527430453,-4363.759999999998,-0.18708701079136403
2017-12-24,17948.247,51,12,4,2017,155,-0.12053668025532363,0.992708874098054,25449.8,18961.002,23324.762,27367.716,6625.845,9753.1413,22205.40099999999,4588.273067549771,23775.820000000003,3609.7022780141992,18916.56635,6904.253660540009,6488.797999999999,0.3422180958580141
2017-12-31,16060.185,52,12,4,2017,156,6.432490598706546e-16,1.0,17948.247,25449.8,18961.002,23324.762,16321.3878,28412.098,21699.023499999992,5304.398995730346,21420.952750000004,3557.487069207032,20331.8666,4892.1546953493225,-7501.553,-0.29475881932274517
2018-01-07,9060.984,1,1,1,2018,157,0.12053668025532305,0.992708874098054,16060.185,17948.247,25449.8,18961.002,20640.302,7439.001,17004.215999999993,1335.0614435008345,19604.808500000003,4077.865626548125,20299.21625,4923.515556798923,-1888.062,-0.10519478587518882
2018-01-14,7332.659000000001,2,1,1,2018,158,0.23931566428755774,0.970941817426052,9060.984,16060.185,17948.247,25449.8,12641.716,12415.173999999999,12560.584499999994,4949.182489987713,17129.804,6736.520451534444,18851.8015,6314.478680147187,-6999.200999999999,-0.4358107331889389
2018-01-21,13698.768,3,1,1,2018,159,0.3546048870425356,0.9350162426854148,7332.659000000001,9060.984,16060.185,17948.247,27367.716,6625.845,8196.821499999993,1222.110327594419,12600.518750000001,5191.215034053998,18188.169374999998,7267.449034206996,-1728.3249999999998,-0.19074363225892466
2018-01-28,9476.086,4,1,1,2018,160,0.4647231720437685,0.8854560256532099,13698.768,7332.659000000001,9060.984,16060.185,23324.762,16321.3878,10515.713499999993,4501.518843672761,11538.149000000001,4038.959297714457,16479.550875,6349.874456470305,6366.1089999999995,0.8681856063400737
2018-02-04,5776.328,5,2,1,2018,161,0.5680647467311558,0.8229838658936564,9476.086,13698.768,7332.659000000001,9060.984,18961.002,20640.302,11587.426999999992,2985.887076994452,9892.124250000003,2702.176958553057,14748.466375,6099.938124170386,-4222.682000000001,-0.3082526837449908
2018-02-11,5409.749,6,2,1,2018,162,0.6631226582407952,0.7485107481711011,5776.328,9476.086,13698.768,7332.659000000001,25449.8,12641.716,7626.206999999993,2616.1239705492626,9070.960250000002,3437.8784321518815,13100.382125,6562.763713323616,-3699.757999999999,-0.39043102816922504
2018-02-18,5648.0154,7,2,1,2018,163,0.7485107481711011,0.6631226582407953,5409.749,5776.328,9476.086,13698.768,17948.247,27367.716,5593.038499999993,259.21049674141545,8590.232750000001,3869.341253457118,10595.37575,4749.83207823592,-366.57900000000063,-0.06346228953757482
2018-02-25,4509.7519999999995,8,2,1,2018,164,0.8229838658936564,0.5680647467311559,5648.0154,5409.749,5776.328,9476.086,16060.185,23324.762,5528.882199999993,168.47978717018546,6577.544600000002,1938.3206979807967,9057.8468,3953.7690885143898,238.26640000000043,0.04404389187002944
2018-03-04,6164.182,9,3,1,2018,165,0.8854560256532099,0.4647231720437686,4509.7519999999995,5648.0154,5409.749,5776.328,9060.984,18961.002,5078.883699999993,804.8737689167222,5335.961100000002,571.3629972484596,7614.042675000001,3033.1947624508516,-1138.2634000000007,-0.2015333385953587
2018-03-11,6965.41,10,3,1,2018,166,0.9350162426854148,0.35460488704253557,6164.182,4509.7519999999995,5648.0154,5409.749,7332.659000000001,25449.8,5336.966999999992,1169.8586719986433,5432.924600000001,691.3238978285116,7251.942425,3008.592868037271,1654.4300000000003,0.3668560931953688
2018-03-18,8779.131000000001,11,3,1,2018,167,0.970941817426052,0.23931566428755804,6965.41,6164.182,4509.7519999999995,5648.0154,13698.768,17948.247,6564.795999999993,566.5537520769179,5821.839850000001,1029.0351955713868,7206.0363,3009.986805994567,801.2280000000001,0.12998123676426165
2018-03-25,26029.904,12,3,1,2018,168,0.992708874098054,0.120536680255323,8779.131000000001,6965.41,6164.182,4509.7519999999995,9476.086,16060.185,7872.270499999993,1282.4944182806194,6604.6187500000015,1773.99033090972,6591.081675,1720.20980806502,1813.7210000000014,0.26038969708890103
2018-04-01,19382.9038,13,4,2,2018,169,1.0,-1.6081226496766364e-16,26029.904,8779.131000000001,6965.41,6164.182,5776.328,9060.984,17404.517499999994,12198.138569009821,11984.656750000002,9427.179321874226,8660.308925,7131.467536978537,17250.772999999997,1.9649750072074328
2018-04-08,10151.6085,14,4,2,2018,170,0.992708874098054,-0.12053668025532288,19382.9038,26029.904,8779.131000000001,6965.41,5409.749,7332.659000000001,22706.40389999999,4700.138915968398,15289.337200000002,9014.573598555395,10361.1309,7923.9162068234955,-6647.000199999999,-0.25536015038703175
2018-04-15,5102.797,15,4,2,2018,171,0.9709418174260521,-0.2393156642875575,10151.6085,19382.9038,26029.904,8779.131000000001,5648.0154,13698.768,14767.256149999994,6527.511505765543,16085.886825000001,8131.382384213012,10953.8633375,7674.039719786789,-9231.2953,-0.47625966652117413
2018-04-22,7631.758,16,4,2,2018,172,0.9350162426854148,-0.35460488704253545,5102.797,10151.6085,19382.9038,26029.904,4509.7519999999995,9476.086,7627.202749999993,3570.048848582686,15166.803325,9349.13297108039,10885.7110375,7730.10807915616,-5048.811500000001,-0.49734103713711975
2018-04-29,5292.6326,17,4,2,2018,173,0.8854560256532099,-0.4647231720437685,7631.758,5102.797,10151.6085,19382.9038,6164.182,5776.328,6367.277499999993,1788.245472456429,10567.266825000002,6228.0513177108005,11275.9617875,7435.426666088124,2528.9610000000002,0.495602901702733
2018-05-06,11606.7218,18,5,2,2018,174,0.8229838658936565,-0.5680647467311557,5292.6326,7631.758,5102.797,10151.6085,6965.41,5409.749,6462.195299999992,1654.0114323858218,7044.699025000002,2369.1239561129537,11167.0181125,7526.846937301324,-2339.1254,-0.3064988957983207
2018-05-13,11772.475,19,5,2,2018,175,0.7485107481711013,-0.663122658240795,11606.7218,5292.6326,7631.758,5102.797,8779.131000000001,5648.0154,8449.677199999991,4464.735290336792,7408.477350000001,3025.8922426891727,11747.1820875,7333.105758151172,6314.089199999999,1.192995939298715
2018-05-20,14571.618,20,5,2,2018,176,0.6631226582407952,-0.7485107481711012,11772.475,11606.7218,5292.6326,7631.758,26029.904,4509.7519999999995,11689.598399999992,117.20521172544254,9075.896850000001,3166.2403599015124,12121.350087499999,7235.748350646946,165.75320000000102,0.014280793737987407
2018-05-27,4357.192,21,5,2,2018,177,0.5680647467311558,-0.8229838658936564,14571.618,11772.475,11606.7218,5292.6326,19382.9038,6164.182,13172.046499999993,1979.292996810985,10810.861850000001,3922.2541896884422,10689.0643375,4820.147900903835,2799.143,0.23777013754541843
2018-06-03,6581.8854,22,6,2,2018,178,0.46472317204376906,-0.8854560256532096,4357.192,14571.618,11772.475,11606.7218,10151.6085,6965.41,9464.404999999992,7222.689890528213,10577.001700000003,4363.961196886647,8810.8503625,3759.2750311293207,-10214.426,-0.700980906856054
2018-06-10,6481.389999999999,23,6,2,2018,179,0.35460488704253584,-0.9350162426854147,6581.8854,4357.192,14571.618,11772.475,5102.797,8779.131000000001,5469.538699999992,1573.0957892010847,9320.792600000002,4680.486354297223,8364.634975,3789.1353774811105,2224.6934,0.5105796118233945
2018-06-17,15095.256,24,6,2,2018,180,0.23931566428755768,-0.970941817426052,6481.389999999999,6581.8854,4357.192,14571.618,7631.758,26029.904,6531.637699999992,71.06097882100171,7998.021350000003,4500.867433188052,8536.9591,3648.332068814988,-100.4954000000007,-0.015268482189009336
2018-06-24,6318.9355,25,6,2,2018,181,0.12053668025532308,-0.992708874098054,15095.256,6481.389999999999,6581.8854,4357.192,5292.6326,19382.9038,10788.322999999991,6090.9230608322805,8128.930850000002,4756.169345348796,9469.896349999999,4282.8759044097405,8613.866,1.3290152266720567
2018-07-01,17261.1922,26,7,3,2018,182,-3.216245299353273e-16,-1.0,6318.9355,15095.256,6481.389999999999,6581.8854,11606.7218,10151.6085,10707.095749999991,6205.795739416549,8619.366725000002,4318.618619781908,9598.1842125,4153.2868519809535,-8776.3205,-0.5813959365776904
2018-07-08,11589.842,27,7,3,2018,183,-0.12053668025532283,-0.992708874098054,17261.1922,6318.9355,15095.256,6481.389999999999,11772.475,5102.797,11790.063849999991,7737.343914053965,11289.193425000001,5714.581329309682,10304.993012500001,4948.872605552184,10942.256700000002,1.731661400879943
2018-07-15,9998.841,28,7,3,2018,184,-0.23931566428755743,-0.9709418174260521,11589.842,17261.1922,6318.9355,15095.256,14571.618,7631.758,14425.517099999994,4010.2501849037435,12566.306425000002,4775.65578886,10282.163887499999,4941.551876649837,-5671.350200000001,-0.3285607468063533
2018-07-22,10896.305,29,7,3,2018,185,-0.3546048870425356,-0.9350162426854148,9998.841,11589.842,17261.1922,6318.9355,4357.192,5292.6326,10794.341499999993,1125.0075959747828,11292.202675000002,4550.589556443491,9710.566762499999,4629.09453867944,-1591.0010000000002,-0.13727546932909007
2018-07-29,9618.882,30,7,3,2018,186,-0.46472317204376806,-0.8854560256532101,10896.305,9998.841,11589.842,17261.1922,6581.8854,11606.7218,10447.572999999993,634.6028802711639,12436.545050000002,3281.7102565528726,10527.9558875,4095.327785642252,897.4639999999999,0.08975680281344611
2018-08-05,5205.628,31,8,3,2018,187,-0.5680647467311556,-0.8229838658936565,9618.882,10896.305,9998.841,11589.842,6481.389999999999,11772.475,10257.593499999992,903.2744657439166,10525.967500000002,888.7529216021968,10907.5804625,3807.961438130808,-1277.4230000000007,-0.11723451206624635
2018-08-12,11128.53,32,8,3,2018,188,-0.663122658240795,-0.7485107481711013,5205.628,9618.882,10896.305,9998.841,15095.256,14571.618,7412.254999999992,3120.6418304987274,8929.914000000002,2539.9659847479907,10748.1102125,4039.4774412618217,-4413.254,-0.45881153339858005
2018-08-19,22222.554,33,8,3,2018,189,-0.7485107481711011,-0.6631226582407952,11128.53,5205.628,9618.882,10896.305,6318.9355,4357.192,8167.078999999993,4188.124168503419,9212.336250000002,2752.3650246032175,10252.2694625,3654.778170155184,5922.902000000001,1.1377881784868227
2018-08-26,15330.072,34,8,3,2018,190,-0.8229838658936564,-0.5680647467311559,22222.554,11128.53,5205.628,9618.882,17261.1922,6581.8854,16675.541999999994,7844.659601046335,12043.898500000003,7236.149430346575,12240.221775,5205.804246707474,11094.024,0.9968993209345707
2018-09-02,20946.612,35,9,3,2018,191,-0.8854560256532096,-0.4647231720437691,15330.072,22222.554,11128.53,5205.628,11589.842,6481.389999999999,18776.312999999995,4873.7207614062645,13471.696000000004,7161.223921875367,11998.83175,4979.582056990538,-6892.482,-0.31015705935510385
2018-09-09,17672.048,36,9,3,2018,192,-0.9350162426854147,-0.3546048870425359,20946.612,15330.072,22222.554,11128.53,9998.841,15095.256,18138.341999999993,3971.4935208055495,17406.942000000003,5146.235805003095,13168.428000000002,5886.12797684628,5616.540000000001,0.366374013116181
2018-09-16,20166.201,37,9,3,2018,193,-0.970941817426052,-0.23931566428755774,17672.048,20946.612,15330.072,22222.554,10896.305,6318.9355,19309.329999999994,2315.4664098294406,19042.821500000002,3130.423074575192,14127.578875000001,5920.932190897119,-3274.564000000002,-0.15632905216366266
2018-09-23,26104.433,38,9,3,2018,194,-0.992708874098054,-0.12053668025532357,20166.201,17672.048,20946.612,15330.072,9618.882,17261.1922,18919.12449999999,1763.6324996168955,18528.73325,2549.0378375516652,15286.315875,6102.511437296502,2494.153000000002,0.1411354812979233
2018-09-30,12296.062,39,9,3,2018,195,-1.0,-1.8369701987210297e-16,26104.433,20166.201,17672.048,20946.612,5205.628,11589.842,23135.316999999995,4198.964115459003,21222.323500000002,3541.697373770953,17347.00975,6672.16711771866,5938.232,0.29446458457892
2018-10-07,21535.594,40,10,4,2018,196,-0.992708874098054,0.1205366802553232,12296.062,26104.433,20166.201,17672.048,11128.53,9998.841,19200.247499999994,9763.992771239691,19059.686,5730.764479882634,18233.314000000002,5119.14249114907,-13808.371000000001,-0.5289665169130469
2018-10-14,16509.831000000002,41,10,4,2018,197,-0.9709418174260521,0.23931566428755738,21535.594,12296.062,26104.433,20166.201,22222.554,10896.305,16915.827999999994,6533.335732190138,20025.572500000002,5744.499364712424,19534.197,4314.892214959844,9239.532000000001,0.751422040650088
2018-10-21,13270.8182,42,10,4,2018,198,-0.9350162426854148,0.35460488704253557,16509.831000000002,21535.594,12296.062,26104.433,15330.072,9618.882,19022.712499999994,3553.751097936504,19111.480000000003,5999.895009612791,18820.106625,4278.988358749786,-5025.762999999999,-0.23337006631904367
2018-10-28,21535.27,43,10,4,2018,199,-0.8854560256532101,0.464723172043768,13270.8182,16509.831000000002,21535.594,12296.062,20946.612,5205.628,14890.324599999993,2290.3279152301175,15903.0763,4164.642512557559,18562.6999,4570.90775891791,-3239.0128000000022,-0.19618691433001356
2018-11-04,29017.467,44,11,4,2018,200,-0.822983865893657,0.5680647467311548,21535.27,13270.8182,16509.831000000002,21535.594,17672.048,11128.53,17403.044099999992,5843.849910569405,18212.878300000004,4058.0395254073196,18636.28215,4619.2486325084565,8264.4518,0.6227537500287661
2018-11-11,20015.55,45,11,4,2018,201,-0.7485107481711011,0.6631226582407952,29017.467,21535.27,13270.8182,16509.831000000002,20166.201,22222.554,25276.36849999999,5290.712236873688,20083.346550000002,6858.258909893797,20054.459525,5856.762152304523,7482.197,0.34743920090159075
2018-11-18,30572.447,46,11,4,2018,202,-0.6631226582407955,0.7485107481711007,20015.55,29017.467,21535.27,13270.8182,26104.433,15330.072,24516.50849999999,6365.316554378501,20959.7763,6461.919538980471,20035.628149999997,5856.593734404866,-9001.917000000001,-0.3102240798619673
2018-11-25,22212.769,47,11,4,2018,203,-0.5680647467311559,0.8229838658936564,30572.447,20015.55,29017.467,21535.27,12296.062,20946.612,25293.99849999999,7464.853456987955,25285.183500000003,5282.549382151507,20594.1299,6674.007114185596,10556.897,0.5274347694667396
2018-12-02,35998.9,48,12,4,2018,204,-0.4647231720437684,0.88545602565321,22212.769,30572.447,20015.55,29017.467,21535.594,17672.048,26392.607999999993,5911.185002336039,25454.558250000002,5130.922993743768,21833.718275,5772.669890699957,-8359.678,-0.27343830214179454
2018-12-09,21537.240999999998,49,12,4,2018,205,-0.35460488704253595,0.9350162426854147,35998.9,22212.769,30572.447,20015.55,16509.831000000002,20166.201,29105.83449999999,9748.266716426111,27199.9165,7422.552004977346,23641.631525,7631.524059842478,13786.131000000001,0.6206399121154145
2018-12-16,11542.834,50,12,4,2018,206,-0.2393156642875578,0.970941817426052,21537.240999999998,35998.9,22212.769,30572.447,13270.8182,26104.433,28768.070499999987,10225.937146107499,27580.339250000005,6955.926028380102,24270.057775,7152.298738083037,-14461.659000000003,-0.40172502493131745
2018-12-23,19457.068,51,12,4,2018,207,-0.12053668025532363,0.992708874098054,11542.834,21537.240999999998,35998.9,22212.769,21535.27,12296.062,16540.037499999988,7067.112963638323,22822.936,10047.753378419362,24054.05975,7547.121999125014,-9994.406999999997,-0.4640523361372052
2018-12-30,15210.8858,52,12,4,2018,208,6.432490598706546e-16,1.0,19457.068,11542.834,21537.240999999998,35998.9,29017.467,21535.594,15499.950999999988,5596.208529297165,22134.01075,10196.90043568466,23794.2845,7680.787898465512,7914.233999999999,0.6856404588335931
